Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ea-sports-fc-25-xbox-series,EA Sports FC 25 Xbox Series,"<p><strong>FIFA 2025 FC25 – A Nova Era do Futebol Virtual</strong></p>
<p>🟠 <strong>FC IQ para Estratégias Avançadas</strong><br>✔️ <strong>FC IQ</strong> é a principal novidade do <strong>FIFA 2025 FC25</strong>, permitindo maior controle tático e estratégico, oferecendo aos jogadores mais <strong>liberdade e profundidade</strong> nas escolhas de jogo.</p>
<p>🟠 <strong>Modo 5v5 Rush para Competição Intensa</strong><br>✔️ O <strong>modo 5v5 Rush</strong> traz uma nova dinâmica ao jogo, permitindo partidas rápidas e emocionantes em <strong>equipes menores</strong>, perfeitas para <strong>jogadores</strong> que buscam mais <strong>agilidade e diversão</strong>.</p>
<p>🟠 <strong>Novos Papéis para Jogadores</strong><br>✔️ Com os <strong>novos papéis</strong> para jogadores, o <strong>FIFA 2025 FC25</strong> permite <strong>táticas mais personalizadas</strong>, ajustando as funções de cada atleta conforme a necessidade da sua equipe, dando mais <strong>profundidade</strong> ao planejamento tático.</p>
<p>🟠 <strong>Tecnologia de Goleiros Avançada</strong><br>✔️ A <strong>nova tecnologia de goleiros</strong> traz uma <strong>inteligência artificial</strong> mais precisa, com novos <strong>PlayStyles</strong> para essa posição, proporcionando uma experiência de jogo mais <strong>realista e desafiadora</strong>.</p>
<p>🟠 <strong>Modo Carreira com Mais Realismo</strong><br>✔️ O <strong>Modo Carreira</strong> foi totalmente reformulado, oferecendo <strong>desenvolvimento de jogadores mais realista</strong> e a oportunidade de <strong>mudar</strong> o futuro do seu time, com <strong>decisões críticas</strong> sobre transferências, finanças e táticas.</p>
<p>🟠 <strong>Competições e Ligas Licenciadas</strong><br>✔️ O jogo inclui <strong>licenças completas</strong> de ligas como a <strong>Premier League</strong>, <strong>La Liga</strong>, <strong>Bundesliga</strong> e mais, com as competições sendo disputadas de forma <strong>autêntica e fiel</strong> à realidade.</p>
<p>🟠 <strong>Jogos Inclusos</strong><br>✔️ O <strong>FIFA 2025 FC25</strong> vem com várias <strong>competições</strong> como a <strong>UEFA Champions League</strong>, <strong>UEFA Europa League</strong> e <strong>Coupe de France</strong>, proporcionando ao jogador <strong>uma experiência completa</strong> com as ligas e torneios mais populares do futebol.</p>
<p>🟠 <strong>Recepção Crítica e Reconhecimento</strong><br>✔️ O jogo foi amplamente <strong>reconhecido</strong> pela crítica, com prêmios como o de <strong>""Melhor Jogo de Esportes / Corrida""</strong> no <strong>The Game Awards 2024</strong>, oferecendo aos jogadores uma <strong>experiência envolvente</strong> e de alta qualidade.</p>",Black Core,Software > Video Game Software,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,150.01,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/242249-097db0229742f8eb3f17237571596214-1024-1024_d6c12d2a-d691-4304-97ae-1439b695a574.webp?v=1775650270,1,"",false,,,,kg,,,active
ea-sports-fc-25-xbox-series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/oo.webp?v=1775650270,2,"",,,,,,,,
god-of-war-ragnarok-ps5,God of War Ragnarök Ps5,"<p><strong>God of War Ragnarök PS5 – Uma Jornada Épica pela Mitologia Nórdica</strong></p>
<p>🟠 <strong>Gráficos de Última Geração e Animações Realistas</strong><br>✔️ O <strong>God of War Ragnarök</strong> no <strong>PS5</strong> leva a experiência visual a um novo nível com <strong>gráficos impressionantes</strong> e <strong>animações realistas</strong>, apresentando mundos vibrantes e detalhados, com efeitos especiais e iluminação que tornam o universo da mitologia nórdica ainda mais imersivo.</p>
<p>🟠 <strong>História Profunda e Emocionante</strong><br>✔️ Embarque em uma <strong>jornada épica</strong> com <strong>Kratos e Atreus</strong> enquanto enfrentam o <strong>Ragnarök</strong>, a batalha apocalíptica que ameaça destruir o mundo. A história emocionante combina <strong>ação</strong>, <strong>drama</strong> e <strong>mitologia</strong> de maneira única, com personagens memoráveis e diálogos profundos.</p>
<p>🟠 <strong>Jogabilidade Refinada e Combatente Brutal</strong><br>✔️ A jogabilidade de <strong>God of War Ragnarök</strong> é mais refinada, com <strong>combos fluidos</strong>, novos <strong>movimentos de combate</strong> e o retorno de <strong>armas clássicas</strong>, como o <strong>Machado Leviathan</strong> e o <strong>Martelo de Thor</strong>, oferecendo uma <strong>experiência de combate brutal e visceral</strong>.</p>
<p>🟠 <strong>Exploração de Mundos Dinâmicos e Abertos</strong><br>✔️ Explore novos <strong>reinos da mitologia nórdica</strong> em um <strong>mundo expansivo</strong>, cheio de <strong>segredos</strong>, <strong>missões secundárias</strong> e <strong>desafios</strong>, oferecendo uma <strong>imersão completa</strong> com novos ambientes e paisagens deslumbrantes para explorar e conquistar.</p>
<p>🟠 <strong>Aproveitamento Completo do PS5</strong><br>✔️ O <strong>God of War Ragnarök</strong> é totalmente otimizado para o <strong>PlayStation 5</strong>, com <strong>carregamento ultra-rápido</strong>, <strong>feedback tátil</strong> no controle <strong>DualSense</strong>, e <strong>gatilhos adaptativos</strong> que proporcionam uma experiência de jogo mais <strong>imersiva</strong> e emocionante.</p>
<p>🟠 <strong>Modo de Jogo para Todos os Estilos</strong><br>✔️ O jogo oferece <strong>dificuldades variadas</strong>, permitindo aos jogadores escolher o modo de desafio que mais se adapta ao seu estilo, desde uma experiência <strong>desafiadora</strong> até uma mais <strong>tranquila</strong>, para quem deseja explorar a história sem tantas interrupções.</p>
<p>🟠 <strong>Jogos Inclusos</strong><br>✔️ <strong>God of War Ragnarök PS5</strong> inclui <strong>novos modos de combate</strong>, <strong>missões extras</strong>, e <strong>armas desbloqueáveis</strong>, proporcionando uma experiência rica e longa, com conteúdo adicional que garante horas de jogabilidade extra após o fim da história principal.</p>",Black Core,Software > Video Game Software,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,80.01,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/jogo-god-of-war-ragnar-k-edicao-standard-ps5-_1666892140_g.jpg?v=1775650269,1,"",false,,,,kg,,,active
cadeira-de-jogos-x-rocker-pro-series-h3,Cadeira de jogos X Rocker Pro Torque 2.1 Bluetooth Gaming,"<p data-start=""40"" data-end=""153"" class=""""><strong data-start=""40"" data-end=""151"">Cadeira de Jogos X Rocker Pro Torque 2.1 Bluetooth Gaming – A Imersão Completa para Sua Experiência de Jogo</strong></p>
<p data-start=""155"" data-end=""512"" class="""">🟠 <strong data-start=""158"" data-end=""211"">Áudio 2.1 Integrado para Uma Experiência Imersiva</strong><br data-start=""211"" data-end=""214"">✔️ A Cadeira X Rocker Pro Torque 2.1 vem equipada com alto-falantes estéreo e subwoofer integrados, oferecendo um som envolvente de alta qualidade diretamente na cadeira. O áudio 2.1 proporciona uma experiência sonora profunda, ideal para jogos, filmes e música, colocando você no centro da ação.</p>
<p data-start=""514"" data-end=""878"" class="""">🟠 <strong data-start=""517"" data-end=""564"">Conectividade Bluetooth e Facilidade de Uso</strong><br data-start=""564"" data-end=""567"">✔️ Com conectividade Bluetooth, a cadeira permite que você se conecte sem fio a seus dispositivos favoritos, como consoles, PCs e smartphones, para uma experiência de jogo ainda mais prática.<br data-start=""758"" data-end=""761"">✔️ A cadeira também tem entradas auxiliares para conectar com outros dispositivos, garantindo versatilidade de uso.</p>
<p data-start=""880"" data-end=""1150"" class="""">🟠 <strong data-start=""883"" data-end=""918"">Design Ergonômico e Confortável</strong><br data-start=""918"" data-end=""921"">✔️ A estrutura ergonômica da Cadeira X Rocker Pro Torque é projetada para oferecer máximo conforto e suporte, com estofamento acolchoado e encostos ajustáveis para o melhor alinhamento da postura durante longas sessões de jogo.</p>
<p data-start=""1152"" data-end=""1397"" class="""">🟠 <strong data-start=""1155"" data-end=""1201"">Função de Vibração Sincronizada com o Jogo</strong><br data-start=""1201"" data-end=""1204"">✔️ A função de vibração sincronizada é ativada pela música ou sons do jogo, oferecendo feedback tátil em tempo real, proporcionando uma sensação de imersão ainda maior em seus jogos e filmes.</p>
<p data-start=""1399"" data-end=""1619"" class="""">🟠 <strong data-start=""1402"" data-end=""1431"">Design Moderno e Estiloso</strong><br data-start=""1431"" data-end=""1434"">✔️ Com um design moderno e elegante, a Cadeira X Rocker Pro Torque 2.1 combina perfeitamente com qualquer setup de jogo, oferecendo um visual impressionante sem sacrificar o conforto.</p>
<p data-start=""1621"" data-end=""1860"" class="""">🟠 <strong data-start=""1624"" data-end=""1665"">Facilidade de Ajustes e Armazenamento</strong><br data-start=""1665"" data-end=""1668"">✔️ Além de ser ajustável para se adaptar ao seu corpo, a cadeira também pode ser dobrada para fácil armazenamento, tornando-a uma excelente opção para quem precisa otimizar o espaço em casa.</p>
<p data-start=""1862"" data-end=""2078"" class="""">🟠 <strong data-start=""1865"" data-end=""1898"">Durabilidade e Confiabilidade</strong><br data-start=""1898"" data-end=""1901"">✔️ Feita com materiais resistentes e duráveis, a Cadeira X Rocker Pro Torque 2.1 garante longa vida útil, resistindo ao uso intenso e mantendo sua qualidade ao longo do tempo.</p>",Black Core,Furniture > Chairs > Gaming Chairs,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,499.98,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/CADEIRAROCKER.webp?v=1775650267,1,"",false,,,,kg,,,active
cadeira-de-jogos-x-rocker-pro-series-h3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/CADEIR2A.jpg?v=1775650267,2,"",,,,,,,,
cadeira-de-jogos-x-rocker-pro-series-h3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/CADEIRA.webp?v=1775650267,3,"",,,,,,,,
ssd-sata-wd-green-480gb,SSD SATA WD Green 480GB,"<p><strong>SSD SATA WD Green 480GB – Desempenho Eficiente e Acessível para Seu Sistema</strong></p>
<p><strong>🟣 Melhore o Desempenho do Seu PC</strong><br>✔️ O <strong>WD Green 480GB</strong> oferece uma <strong>leitura de até 545 MB/s</strong> e <strong>gravação de até 425 MB/s</strong>, proporcionando um desempenho rápido e eficiente em comparação com os discos rígidos tradicionais. Acelere a inicialização do sistema, o carregamento de aplicativos e o armazenamento de arquivos.</p>
<p><strong>🟣 Capacidade Ideal para Armazenamento</strong><br>✔️ <strong>480GB de armazenamento</strong> para você guardar seus arquivos, documentos, jogos e aplicativos essenciais com agilidade e confiabilidade, oferecendo espaço suficiente para o uso diário.</p>
<p><strong>🟣 Design Compacto e Confiável</strong><br>✔️ Formato <strong>2,5 polegadas</strong> e <strong>interface SATA III</strong>, garantindo fácil instalação em desktops, notebooks e outros dispositivos compatíveis.<br>✔️ <strong>Sem partes móveis</strong>, o que reduz a probabilidade de falhas mecânicas e melhora a resistência a choques e vibrações.</p>
<p><strong>🟣 Eficiência Energética</strong><br>✔️ O <strong>WD Green</strong> foi projetado para ser altamente eficiente em termos de consumo de energia, contribuindo para uma maior durabilidade da bateria em laptops e reduzindo o consumo de energia em desktops.</p>
<p><strong>🟣 Durabilidade e Confiabilidade</strong><br>✔️ A tecnologia <strong>3D NAND</strong> da WD garante maior durabilidade e desempenho confiável durante o uso diário.<br>✔️ O <strong>WD Green</strong> também inclui proteção contra sobrecarga e controle de erros para aumentar a estabilidade e prolongar a vida útil do SSD.</p>
<p><strong>🟣 Compatibilidade Ampla</strong><br>✔️ Compatível com a maioria dos sistemas que suportam <strong>interface SATA III</strong>, oferecendo flexibilidade e facilidade de uso, seja para atualizar seu PC ou substituir um disco rígido antigo.</p>",Black Core,Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives,"","",true,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,129.98,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/ssd-wd-green-480gb-sata-leitura-545mb-s.webp?v=1775650265,1,"",false,,,,kg,,,active
controle-sem-fio-xbox-one,Controle sem Fio Xbox One  ⭐⭐⭐⭐⭐,"<p><strong>Controle de Xbox One – Jogue com Conforto e Precisão</strong></p>
<p><strong>🟣 Desempenho Imbatível e Precisão</strong><br>✔️ O <strong>Controle de Xbox One</strong> proporciona uma <strong>experiência de jogo responsiva e precisa</strong>, com <strong>botões melhorados</strong> e <strong>alavancas de controle</strong> que oferecem um desempenho superior em todos os seus jogos favoritos. Ideal para uma jogabilidade mais envolvente e divertida.</p>
<p><strong>🟣 Conforto e Design Ergonômico</strong><br>✔️ O controle possui um <strong>design ergonômico</strong> que se adapta perfeitamente às suas mãos, garantindo conforto até mesmo durante sessões de jogo mais longas. A <strong>textura antiderrapante</strong> proporciona uma pegada segura, evitando escorregões.</p>
<p><strong>🟣 Conectividade Sem Fios e Versatilidade</strong><br>✔️ <strong>Tecnologia sem fio</strong> para conexão rápida e fácil com o <strong>Xbox One</strong>, oferecendo uma jogabilidade sem interrupções e com grande alcance.<br>✔️ <strong>Conexão via cabo USB</strong> também disponível, garantindo uma experiência de jogo estável e com baixa latência.</p>
<p><strong>🟣 Triggers e Botões de Ação Avançados</strong><br>✔️ <strong>Triggers e bumpers com resposta rápida</strong>, proporcionando uma experiência mais sensível ao toque, ideal para jogos de ação e velocidade.<br>✔️ Os <strong>botões de ação</strong> têm uma resposta tátil precisa, para ações rápidas e controladas durante o jogo.</p>
<p><strong>🟣 Durabilidade e Confiabilidade</strong><br>✔️ Construído com <strong>materiais de alta qualidade</strong>, o <strong>Controle de Xbox One</strong> é <strong>durável</strong> e resistente, pronto para resistir a várias horas de jogo intenso sem perder a performance.</p>
<p><strong>🟣 Compatibilidade Universal</strong><br>✔️ Totalmente compatível com o <strong>Xbox One</strong>, <strong>PC com Windows 10</strong> e dispositivos móveis via Bluetooth, oferecendo uma solução versátil para jogadores de diferentes plataformas.</p>",Black Core,Electronics > Video Game Console Accessories > Home Game Console Accessories,"","",true,Title,Default Title,,,,,,,,,0.0,,-5,deny,manual,249.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/51oyyximB5L._AC_SL1000.jpg?v=1775650262,1,"",false,,,,kg,,,active
controle-dualshock-4,Controle Dualshock 4ㅤㅤㅤ⭐⭐⭐⭐⭐,"<p>🟣 O que acompanha  <br>✔️ 1x Controle sem fio DualShock 4  <br>✔️ 1x Cabo USB para carregamento  <br>✔️ 1x Manual do usuário  </p>
<p>🟣 Design e Conforto  <br>✔️ Design ergonômico, proporcionando conforto durante longas sessões de jogo.  <br>✔️ Disponível em várias cores para combinar com seu estilo.  </p>
<p>🟣 Tecnologia e Performance  <br>✔️ Sensores de movimento e touchpad para uma jogabilidade interativa.  <br>✔️ Feedback tátil e gatilhos adaptáveis para uma experiência mais imersiva.  </p>
<p>🟣 Conectividade e Compatibilidade  <br>✔️ Conexão sem fio via Bluetooth com PlayStation 4 e outros dispositivos compatíveis.  <br>✔️ Funciona também via cabo USB para carregar e jogar simultaneamente.  </p>
<p>🟣 Funções Adicionais  <br>✔️ Botão de compartilhamento para capturar e compartilhar suas melhores jogadas.  <br>✔️ Áudio integrado com entrada para fones de ouvido para comunicação clara.  </p>
<p>🟣 Personalização  <br>✔️ Luz LED que indica o status e a seleção de jogador.  <br>✔️ Vasta gama de acessórios e skins para personalizar ainda mais o controle.  </p>",Black Core,Electronics > Electronics Accessories > Computer Components > Input Devices > Game Controllers > Game Remotes,"","",true,Cores,preto-10,,,,,,,,,0.0,,0,deny,manual,189.98,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/61kwdPH8_xL._AC_SL1500.jpg?v=1775650260,1,"",false,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/61kwdPH8_xL._AC_SL1500.jpg?v=1775650260,kg,,,active
controle-dualshock-4,,,,,,,,,dourado,,,,,,,,,0.0,,0,deny,manual,189.98,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/61eiT95pg2L._AC_SL1000.jpg?v=1775650260,2,"",,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/61eiT95pg2L._AC_SL1000.jpg?v=1775650260,kg,,,
controle-dualshock-4,,,,,,,,,azul,,,,,,,,,0.0,,0,deny,manual,189.98,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/81Cch_K5p8L._AC_SL1500.jpg?v=1775650260,3,"",,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/61GODIZMI4L._AC_SL1500.jpg?v=1775650260,kg,,,
controle-dualshock-4,,,,,,,,,camuflada,,,,,,,,,0.0,,0,deny,manual,189.98,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/71toGY-_0rL._AC_SL1500.jpg?v=1775650260,4,"",,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/81Cch_K5p8L._AC_SL1500.jpg?v=1775650260,kg,,,
controle-dualshock-4,,,,,,,,,laranja,,,,,,,,,0.0,,0,deny,manual,189.98,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/51Ah_skd9cL._AC_SL1182.jpg?v=1775650260,5,"",,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/71toGY-_0rL._AC_SL1500.jpg?v=1775650260,kg,,,
controle-dualshock-4,,,,,,,,,camuflado-azul,,,,,,,,,0.0,,0,deny,manual,189.98,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/61-OKR1N8vL._AC_SL1500.jpg?v=1775650260,6,"",,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/51LsFSpa3uL._AC_SL1100.jpg?v=1775650260,kg,,,
controle-dualshock-4,,,,,,,,,vermelho,,,,,,,,,0.0,,0,deny,manual,189.98,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/61GODIZMI4L._AC_SL1500.jpg?v=1775650260,7,"",,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/61-OKR1N8vL._AC_SL1500.jpg?v=1775650260,kg,,,
controle-dualshock-4,,,,,,,,,berry-blue,,,,,,,,,0.0,,0,deny,manual,189.98,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/51LsFSpa3uL._AC_SL1100.jpg?v=1775650260,8,"",,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/51Ah_skd9cL._AC_SL1182.jpg?v=1775650260,kg,,,
samsung-galaxy-s23-256-gb-5g-8-gb-ram,Samsung Galaxy S23 256 GB 5G 8 GB RAM [Preço Referente a entrada],"<p><strong>Samsung Galaxy S23 256 GB 5G 8 GB RAM – Desempenho Excepcional e Inovação em Suas Mãos</strong></p>
<p><strong>🟣 Desempenho Poderoso com Processador de Última Geração</strong><br>✔️ O <strong>Samsung Galaxy S23</strong> é equipado com o mais recente processador, garantindo <strong>desempenho rápido e eficiente</strong>. Com <strong>8 GB de RAM</strong>, você pode alternar facilmente entre aplicativos, jogar, assistir vídeos e realizar tarefas multitarefas sem qualquer lentidão.</p>
<p><strong>🟣 Armazenamento de 256 GB para Suas Necessidades</strong><br>✔️ Com <strong>256 GB de armazenamento</strong>, o <strong>Galaxy S23</strong> oferece amplo espaço para guardar fotos, vídeos, aplicativos e arquivos. Nunca mais se preocupe com falta de espaço para o que é importante para você.</p>
<p><strong>🟣 Conectividade 5G para Velocidade de Internet Ultrarrápida</strong><br>✔️ O <strong>Galaxy S23</strong> é compatível com <strong>5G</strong>, proporcionando uma <strong>conexão de internet ultrarrápida</strong>, ideal para streaming em alta qualidade, downloads rápidos e chamadas de vídeo sem interrupções. Aproveite a velocidade de próxima geração!</p>
<p><strong>🟣 Tela Dynamic AMOLED 2X para Cores Vibrantes e Imagens Nítidas</strong><br>✔️ A <strong>tela Dynamic AMOLED 2X de 6,1 polegadas</strong> oferece <strong>cores vibrantes</strong> e <strong>pretos profundos</strong>, além de uma taxa de <strong>atualização de 120 Hz</strong> para uma navegação super suave e imagens incrivelmente nítidas, mesmo sob luz intensa. Ideal para jogos, vídeos e navegação.</p>
<p><strong>🟣 Câmeras Profissionais com Tecnologia de Ponta</strong><br>✔️ A <strong>câmera principal de 50 MP</strong> do <strong>Galaxy S23</strong> captura fotos <strong>incríveis</strong> com <strong>alta definição</strong>, enquanto a <strong>câmera ultra-angular de 12 MP</strong> e a <strong>câmera telefoto de 10 MP</strong> permitem que você capture <strong>paisagens amplas</strong> e <strong>detalhes distantes</strong> com facilidade. Aproveite os recursos avançados, como <strong>zoom ótico de 3x</strong> e <strong>gravação em 8K</strong>.</p>
<p><strong>🟣 Bateria de Longa Duração e Carregamento Rápido</strong><br>✔️ A <strong>bateria de 3.900 mAh</strong> do <strong>Galaxy S23</strong> oferece <strong>duração prolongada</strong>, permitindo que você use o dispositivo o dia todo. Além disso, o <strong>carregamento rápido de 25W</strong> garante que sua bateria seja carregada rapidamente para você continuar suas atividades sem interrupções.</p>
<p><strong>🟣 Design Premium e Resistente</strong><br>✔️ O <strong>design compacto e sofisticado</strong> do <strong>Galaxy S23</strong> é complementado por um corpo em <strong>vidro Gorilla Glass Victus 2</strong>, que proporciona <strong>maior resistência</strong> a quedas e arranhões. A certificação <strong>IP68</strong> garante que o dispositivo seja <strong>resistente à água e poeira</strong>.</p>
<p><strong>🟣 One UI e Experiência Personalizada</strong><br>✔️ O <strong>Samsung Galaxy S23</strong> vem com a interface <strong>One UI</strong>, que proporciona uma experiência <strong>intuitiva e personalizada</strong>. Organize seu celular, adicione widgets e aproveite os recursos de <strong>multitarefa</strong> para otimizar sua produtividade.</p>",Black Core,Electronics > Communications > Telephony > Mobile & Smart Phones,"","",true,Title,Default Title,,,,,,,,,0.0,,-1,deny,manual,199.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/SAMSUNG.webp?v=1775650257,1,"",false,,,,kg,,,active
samsung-galaxy-s23-256-gb-5g-8-gb-ram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/SAMSUBG2.webp?v=1775650257,2,"",,,,,,,,
celular-xiaomi-redmi-13c,Xiaomi Redmi Note 13 8GB RAM 256GB [Preço Referente a entrada],"<p><strong>Xiaomi Redmi Note 13 8GB RAM 256GB – Potência, Desempenho e Estilo em Um Só Dispositivo</strong></p>
<p><strong>🟣 Desempenho Impecável com 8GB de RAM</strong><br>✔️ O <strong>Xiaomi Redmi Note 13</strong> vem com <strong>8GB de RAM</strong>, garantindo um desempenho rápido e fluido para todas as suas atividades. Jogue, trabalhe ou navegue na internet sem se preocupar com travamentos ou lentidão, proporcionando uma experiência <strong>multitarefa</strong> sem interrupções.</p>
<p><strong>🟣 Armazenamento de 256GB para Mais Espaço</strong><br>✔️ Com <strong>256GB de armazenamento interno</strong>, o <strong>Redmi Note 13</strong> oferece <strong>amplo espaço</strong> para armazenar seus aplicativos, fotos, vídeos e arquivos sem preocupação. Nunca mais se preocupe em excluir coisas para liberar espaço.</p>
<p><strong>🟣 Tela AMOLED de 6,67” para Imagens Incríveis</strong><br>✔️ O <strong>Xiaomi Redmi Note 13</strong> apresenta uma tela <strong>AMOLED de 6,67”</strong>, com <strong>cores vibrantes</strong> e <strong>preto profundo</strong>, ideal para assistir vídeos, jogar ou navegar com uma visualização clara e impressionante. Com alta resolução, você terá uma experiência de visualização <strong>nítida e vibrante</strong>.</p>
<p><strong>🟣 Câmera Principal de 50 MP para Fotos Profundas e Detalhadas</strong><br>✔️ Capture imagens <strong>incríveis</strong> com a <strong>câmera principal de 50 MP</strong>, que garante fotos <strong>nítidas e detalhadas</strong> em qualquer situação. A <strong>câmera ultra-angular</strong> e o <strong>sensor macro</strong> permitem que você explore diferentes tipos de fotografias, desde <strong>paisagens amplas</strong> até <strong>detalhes bem próximos</strong>.</p>
<p><strong>🟣 Bateria de Longa Duração com Carregamento Rápido</strong><br>✔️ Equipado com uma <strong>bateria de 5.000 mAh</strong>, o <strong>Xiaomi Redmi Note 13</strong> oferece <strong>longa duração</strong>, permitindo que você use o dispositivo o dia todo sem preocupações. Além disso, o <strong>carregamento rápido de 33W</strong> garante que você recarregue rapidamente sua bateria e continue com suas atividades.</p>
<p><strong>🟣 Processador Poderoso para Alta Performance</strong><br>✔️ O <strong>Redmi Note 13</strong> vem com um processador de última geração, que oferece <strong>alto desempenho</strong> em tarefas exigentes e jogos. Sua arquitetura avançada assegura uma <strong>performance rápida</strong> e <strong>eficiente</strong>, sem comprometer a autonomia da bateria.</p>
<p><strong>🟣 Design Moderno e Sofisticado</strong><br>✔️ O <strong>design elegante e moderno</strong> do <strong>Xiaomi Redmi Note 13</strong> é complementado por uma construção <strong>robusta e sofisticada</strong>, além de ser <strong>confortável nas mãos</strong>, com acabamento em materiais premium e <strong>câmeras bem integradas</strong> no corpo.</p>
<p><strong>🟣 MIUI para uma Experiência Personalizada</strong><br>✔️ O <strong>Xiaomi Redmi Note 13</strong> vem com a interface <strong>MIUI</strong>, que proporciona uma experiência <strong>intuitiva</strong>, com recursos de personalização, otimização de bateria e uma série de ajustes que permitem adaptar o celular ao seu estilo de uso.</p>",Black Core,Electronics > Communications > Telephony > Mobile & Smart Phones,"","",true,Cor,verde,,,,,,,,,0.0,,0,deny,manual,349.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/NOTE_13.webp?v=1775650255,1,"",false,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/223.webp?v=1775650255,kg,,,active
celular-xiaomi-redmi-13c,,,,,,,,,azul-3,,,,,,,,,0.0,,0,deny,manual,349.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0804/6372/4767/files/223.webp?v=1775650255,2,"",,,,https://cdn.shopify.com/s/files/1/0804/6372/4767/files/NOTE_13.webp?v=1775650255,kg,,,
